-32.059438,-32.066981,-32.064802,-32.063839,-32.065717,-32.075158,-32.074096,-32.069127,-32.071566,-32.069744,-32.072449,-32.077515,-32.075763,-32.07433,-32.07176,-32.072591,-32.065599,-32.055837,-32.07781,-32.075157,-32.077763,-32.076536,-32.076791,-32.079601,-32.08127,-32.071014,-32.058701,-32.053033,-32.075356,-32.06015,-32.073529,-32.074311,-32.074404,-32.072528,-32.073265,-32.072178,-32.068753,-32.087593,-32.065429,-32.077653,-32.020437,-32.037579,-32.012748,-31.646326,-31.632754,-31.578947,-31.081012
-32.062323,-32.064918,-32.065167,-32.065664,-32.063851,-32.077639,-32.072287,-32.071062,-32.065617,-32.067177,-32.072134,-32.074071,-32.074701,-32.07076,-32.074258,-32.073052,-32.06742,-32.055288,-32.079106,-32.074042,-32.07647,-32.077722,-32.075199,-32.076244,-32.079318,-32.068137,-32.058297,-32.050367,-32.07643,-32.057863,-32.075988,-32.076944,-32.07423,-32.074048,-32.077568,-32.072529,-32.068219,-32.087898,-32.064371,-32.080511,-32.021191,-32.038345,-32.013534,-31.637248,-31.633076,-31.57488,-31.062581
-32.059754,-32.065124,-32.064711,-32.064694,-32.067132,-32.073668,-32.072358,-32.070462,-32.0673,-32.066037,-32.071467,-32.075338,-32.074691,-32.076703,-32.07351,-32.072442,-32.064125,-32.057616,-32.076748,-32.073089,-32.075178,-32.07847,-32.075341,-32.079552,-32.080341,-32.066866,-32.057087,-32.052029,-32.072962,-32.059972,-32.075322,-32.075292,-32.073978,-32.071049,-32.072985,-32.074205,-32.067912,-32.085677,-32.060063,-32.076437,-32.018192,-32.038118,-32.01171,-31.63768,-31.63006,-31.580186,-31.055368
-32.060124,-32.065793,-32.062644,-32.063029,-32.065493,-32.075184,-32.07115,-32.072588,-32.070437,-32.069317,-32.071397,-32.07429,-32.075575,-32.074635,-32.07262,-32.07508,-32.065243,-32.05845,-32.076,-32.07396,-32.077608,-32.076974,-32.076379,-32.07724,-32.081951,-32.066857,-32.057563,-32.055835,-32.072467,-32.062966,-32.072799,-32.075036,-32.072014,-32.076196,-32.073119,-32.075627,-32.067691,-32.088139,-32.061048,-32.076683,-32.019624,-32.040584,-32.01226,-31.650921,-31.638139,-31.578082,-31.058384
-32.060523,-32.06607,-32.064813,-32.065543,-32.065133,-32.0767,-32.074466,-32.072225,-32.068938,-32.069322,-32.07145,-32.073757,-32.077104,-32.076635,-32.07466,-32.076371,-32.064888,-32.05667,-32.07753,-32.073176,-32.076157,-32.074921,-32.077027,-32.07829,-32.083638,-32.067937,-32.058479,-32.053719,-32.07185,-32.063462,-32.07755,-32.071757,-32.070849,-32.073357,-32.07669,-32.070813,-32.0653,-32.084162,-32.061127,-32.076609,-32.015466,-32.037251,-32.012031,-31.638977,-31.626027,-31.568668,-31.035646
-32.062175,-32.065742,-32.062218,-32.066882,-32.067438,-32.077842,-32.074327,-32.06993,-32.06982,-32.066762,-32.071216,-32.074588,-32.075997,-32.07646,-32.071382,-32.077488,-32.068232,-32.058912,-32.075735,-32.073332,-32.076304,-32.076625,-32.076613,-32.077166,-32.082418,-32.068683,-32.058258,-32.053343,-32.071386,-32.06393,-32.076438,-32.074536,-32.072958,-32.070001,-32.07507,-32.070775,-32.064619,-32.085706,-32.061009,-32.073997,-32.020241,-32.039431,-32.011741,-31.645907,-31.634005,-31.58351,-31.055884
-32.063243,-32.065147,-32.066012,-32.063755,-32.070385,-32.077661,-32.076607,-32.070795,-32.068307,-32.069594,-32.073702,-32.077022,-32.077499,-32.07548,-32.071418,-32.073828,-32.066829,-32.055489,-32.078389,-32.074039,-32.081271,-32.07533,-32.075995,-32.077157,-32.082199,-32.06277,-32.058476,-32.051639,-32.075209,-32.06133,-32.075474,-32.073855,-32.076781,-32.069594,-32.074405,-32.068729,-32.066623,-32.087675,-32.063773,-32.074106,-32.020238,-32.039138,-32.014429,-31.657966,-31.641778,-31.579823,-31.064888
-32.062637,-32.064706,-32.062808,-32.066994,-32.069925,-32.075153,-32.075752,-32.07245,-32.069698,-32.070557,-32.072853,-32.074336,-32.076079,-32.072123,-32.070135,-32.074576,-32.068447,-32.05692,-32.07741,-32.075305,-32.0776,-32.079183,-32.075397,-32.077533,-32.080534,-32.067357,-32.056319,-32.051517,-32.076067,-32.063067,-32.076773,-32.070088,-32.074348,-32.072655,-32.073726,-32.070328,-32.063225,-32.082627,-32.062913,-32.075783,-32.021899,-32.036737,-32.012033,-31.633168,-31.634684,-31.576839,-31.074223
-32.059371,-32.065623,-32.066914,-32.065272,-32.066165,-32.075487,-32.071999,-32.069218,-32.06757,-32.068887,-32.072687,-32.073673,-32.074289,-32.075194,-32.06997,-32.074624,-32.066097,-32.06042,-32.078112,-32.075248,-32.078721,-32.076487,-32.075637,-32.078606,-32.079978,-32.063955,-32.056631,-32.053011,-32.079523,-32.061685,-32.075998,-32.070557,-32.080563,-32.070796,-32.078386,-32.073121,-32.063859,-32.083841,-32.06604,-32.07686,-32.022745,-32.039166,-32.014123,-31.65055,-31.629849,-31.585609,-31.113113
-32.059734,-32.064937,-32.065467,-32.067025,-32.065953,-32.076567,-32.077044,-32.074248,-32.069747,-32.069854,-32.072723,-32.076712,-32.075319,-32.073727,-32.071501,-32.075815,-32.065941,-32.059731,-32.076989,-32.074742,-32.078019,-32.080175,-32.073763,-32.077867,-32.082071,-32.066056,-32.060528,-32.05162,-32.074687,-32.059773,-32.075463,-32.071887,-32.077809,-32.073479,-32.077252,-32.073406,-32.065597,-32.085716,-32.064985,-32.07737,-32.022647,-32.040022,-32.013022,-31.647815,-31.630945,-31.57826,-31.111134
