6.095000000000000000e+02,-3.628670120239257812e+01
6.095019999999999527e+02,-3.635869979858398438e+01
6.095039000000000442e+02,-3.634379959106445312e+01
6.095058999999999969e+02,-3.639559936523437500e+01
6.095077999999999747e+02,-3.629560089111328125e+01
6.095098000000000411e+02,-3.636140060424804688e+01
6.095117000000000189e+02,-3.631219863891601562e+01
6.095136999999999716e+02,-3.637580108642578125e+01
6.095155999999999494e+02,-3.637609863281250000e+01
6.095176000000000158e+02,-3.632329940795898438e+01
6.095194999999999936e+02,-3.640240097045898438e+01
6.095214999999999463e+02,-3.634669876098632812e+01
6.095234000000000378e+02,-3.628990173339843750e+01
6.095253999999999905e+02,-3.637590026855468750e+01
6.095272999999999683e+02,-3.636050033569335938e+01
6.095293000000000347e+02,-3.637770080566406250e+01
6.095312000000000126e+02,-3.631060028076171875e+01
6.095331999999999653e+02,-3.638059997558593750e+01
6.095352000000000317e+02,-3.635390090942382812e+01
6.095371000000000095e+02,-3.637609863281250000e+01
6.095390999999999622e+02,-3.633190155029296875e+01
6.095410000000000537e+02,-3.638919830322265625e+01
6.095430000000000064e+02,-3.636560058593750000e+01
6.095448999999999842e+02,-3.633340072631835938e+01
6.095469000000000506e+02,-3.637820053100585938e+01
6.095488000000000284e+02,-3.638719940185546875e+01
6.095507999999999811e+02,-3.641429901123046875e+01
6.095526999999999589e+02,-3.636719894409179688e+01
6.095547000000000253e+02,-3.635960006713867188e+01
6.095566000000000031e+02,-3.633269882202148438e+01
6.095585999999999558e+02,-3.637979888916015625e+01
6.095605000000000473e+02,-3.636399841308593750e+01
6.095625000000000000e+02,-3.633660125732421875e+01
6.095644999999999527e+02,-3.635919952392578125e+01
6.095664000000000442e+02,-3.632860183715820312e+01
6.095683999999999969e+02,-3.637480163574218750e+01
6.095702999999999747e+02,-3.635039901733398438e+01
6.095723000000000411e+02,-3.636539840698242188e+01
6.095742000000000189e+02,-3.636769866943359375e+01
6.095761999999999716e+02,-3.638420104980468750e+01
6.095780999999999494e+02,-3.633420181274414062e+01
6.095801000000000158e+02,-3.634880065917968750e+01
6.095819999999999936e+02,-3.636690139770507812e+01
6.095839999999999463e+02,-3.630950164794921875e+01
6.095859000000000378e+02,-3.640029907226562500e+01
6.095878999999999905e+02,-3.639680099487304688e+01
6.095897999999999683e+02,-3.631299972534179688e+01
6.095918000000000347e+02,-3.630659866333007812e+01
6.095937999999999874e+02,-3.640959930419921875e+01
6.095956999999999653e+02,-3.639250183105468750e+01
6.095977000000000317e+02,-3.638029861450195312e+01
6.095996000000000095e+02,-3.635089874267578125e+01
6.096015999999999622e+02,-3.632479858398437500e+01
6.096035000000000537e+02,-3.639360046386718750e+01
6.096055000000000064e+02,-3.633869934082031250e+01
6.096073999999999842e+02,-3.633229827880859375e+01
6.096094000000000506e+02,-3.631660079956054688e+01
6.096113000000000284e+02,-3.643330001831054688e+01
6.096132999999999811e+02,-3.637039947509765625e+01
6.096151999999999589e+02,-3.641880035400390625e+01
6.096172000000000253e+02,-3.642190170288085938e+01
6.096191000000000031e+02,-3.635620117187500000e+01
6.096210999999999558e+02,-3.638869857788085938e+01
6.096230000000000473e+02,-3.632839965820312500e+01
6.096250000000000000e+02,-3.630630111694335938e+01
6.096269999999999527e+02,-3.632339859008789062e+01
6.096289000000000442e+02,-3.635929870605468750e+01
6.096308999999999969e+02,-3.634859848022460938e+01
6.096327999999999747e+02,-3.631629943847656250e+01
6.096348000000000411e+02,-3.637699890136718750e+01
6.096367000000000189e+02,-3.625109863281250000e+01
6.096386999999999716e+02,-3.631999969482421875e+01
6.096405999999999494e+02,-3.637200164794921875e+01
6.096426000000000158e+02,-3.635630035400390625e+01
6.096444999999999936e+02,-3.640829849243164062e+01
6.096464999999999463e+02,-3.631900024414062500e+01
6.096484000000000378e+02,-3.639229965209960938e+01
6.096503999999999905e+02,-3.636220169067382812e+01
6.096522999999999683e+02,-3.640269851684570312e+01
6.096543000000000347e+02,-3.637379837036132812e+01
6.096562000000000126e+02,-3.635950088500976562e+01
6.096581999999999653e+02,-3.635770034790039062e+01
6.096602000000000317e+02,-3.635689926147460938e+01
6.096621000000000095e+02,-3.637789916992187500e+01
6.096640999999999622e+02,-3.637020111083984375e+01
6.096660000000000537e+02,-3.631039810180664062e+01
6.096680000000000064e+02,-3.637099838256835938e+01
6.096698999999999842e+02,-3.628620147705078125e+01
6.096719000000000506e+02,-3.634489822387695312e+01
6.096738000000000284e+02,-3.637720108032226562e+01
6.096757999999999811e+02,-3.646820068359375000e+01
6.096776999999999589e+02,-3.626760101318359375e+01
6.096797000000000253e+02,-3.637659835815429688e+01
6.096816000000000031e+02,-3.634220123291015625e+01
6.096835999999999558e+02,-3.637870025634765625e+01
6.096855000000000473e+02,-3.629209899902343750e+01
6.096875000000000000e+02,-3.634009933471679688e+01
6.096894999999999527e+02,-3.636909866333007812e+01
6.096914000000000442e+02,-3.632749938964843750e+01
6.096933999999999969e+02,-3.631800079345703125e+01
6.096952999999999747e+02,-3.631639862060546875e+01
6.096973000000000411e+02,-3.634849929809570312e+01
6.096992000000000189e+02,-3.638589859008789062e+01
6.097011999999999716e+02,-3.631529998779296875e+01
6.097030999999999494e+02,-3.638320159912109375e+01
6.097051000000000158e+02,-3.635400009155273438e+01
6.097069999999999936e+02,-3.633290100097656250e+01
6.097089999999999463e+02,-3.628789901733398438e+01
6.097109000000000378e+02,-3.638570022583007812e+01
6.097128999999999905e+02,-3.633089828491210938e+01
6.097147999999999683e+02,-3.635309982299804688e+01
6.097168000000000347e+02,-3.632429885864257812e+01
6.097187999999999874e+02,-3.633620071411132812e+01
6.097206999999999653e+02,-3.629449844360351562e+01
6.097227000000000317e+02,-3.634820175170898438e+01
6.097246000000000095e+02,-3.640549850463867188e+01
6.097265999999999622e+02,-3.632440185546875000e+01
6.097285000000000537e+02,-3.630619812011718750e+01
6.097305000000000064e+02,-3.630929946899414062e+01
6.097323999999999842e+02,-3.637509918212890625e+01
6.097344000000000506e+02,-3.624940109252929688e+01
6.097363000000000284e+02,-3.631050109863281250e+01
6.097382999999999811e+02,-3.637720108032226562e+01
6.097401999999999589e+02,-3.640599822998046875e+01
6.097422000000000253e+02,-3.638940048217773438e+01
6.097441000000000031e+02,-3.636999893188476562e+01
6.097460999999999558e+02,-3.641870117187500000e+01
6.097480000000000473e+02,-3.641469955444335938e+01
6.097500000000000000e+02,-3.642979812622070312e+01
6.097519999999999527e+02,-3.633369827270507812e+01
6.097539000000000442e+02,-3.637850189208984375e+01
6.097558999999999969e+02,-3.629840087890625000e+01
6.097577999999999747e+02,-3.631930160522460938e+01
6.097598000000000411e+02,-3.629410171508789062e+01
6.097617000000000189e+02,-3.639220046997070312e+01
6.097636999999999716e+02,-3.638100051879882812e+01
6.097655999999999494e+02,-3.633489990234375000e+01
6.097676000000000158e+02,-3.635520172119140625e+01
6.097694999999999936e+02,-3.636109924316406250e+01
6.097714999999999463e+02,-3.635620117187500000e+01
6.097734000000000378e+02,-3.633570098876953125e+01
6.097753999999999905e+02,-3.641540145874023438e+01
6.097772999999999683e+02,-3.632910156250000000e+01
6.097793000000000347e+02,-3.632249832153320312e+01
6.097812000000000126e+02,-3.638330078125000000e+01
6.097831999999999653e+02,-3.630649948120117188e+01
6.097852000000000317e+02,-3.642210006713867188e+01
6.097871000000000095e+02,-3.635839843750000000e+01
6.097890999999999622e+02,-3.630609893798828125e+01
6.097910000000000537e+02,-3.632799911499023438e+01
6.097930000000000064e+02,-3.635990142822265625e+01
6.097948999999999842e+02,-3.644110107421875000e+01
6.097969000000000506e+02,-3.641149902343750000e+01
6.097988000000000284e+02,-3.635520172119140625e+01
6.098007999999999811e+02,-3.634930038452148438e+01
6.098026999999999589e+02,-3.640689849853515625e+01
6.098047000000000253e+02,-3.636809921264648438e+01
6.098066000000000031e+02,-3.629389953613281250e+01
6.098085999999999558e+02,-3.626770019531250000e+01
6.098105000000000473e+02,-3.632559967041015625e+01
6.098125000000000000e+02,-3.643930053710937500e+01
6.098144999999999527e+02,-3.633689880371093750e+01
6.098164000000000442e+02,-3.630699920654296875e+01
6.098183999999999969e+02,-3.636709976196289062e+01
6.098202999999999747e+02,-3.633710098266601562e+01
6.098223000000000411e+02,-3.627259826660156250e+01
6.098242000000000189e+02,-3.641619873046875000e+01
6.098261999999999716e+02,-3.635549926757812500e+01
